frame_idx,timestamp_s,subject_id,segment_state,ground_truth_label,source_relpath
241,24.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00966_0_1_0_2_0_01.png
242,24.2,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00383_0_0_0_0_1_01.png
243,24.3,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01307_0_1_0_0_0_01.png
244,24.4,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01181_0_1_0_2_0_01.png
245,24.5,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01792_0_1_0_1_1_01.png
246,24.6,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00236_0_0_0_0_0_01.png
247,24.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00374_0_0_0_0_0_01.png
248,24.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01232_0_1_0_0_0_01.png
249,24.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01130_0_1_0_2_0_01.png
250,25.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01296_0_1_0_2_0_01.png
251,25.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00210_0_0_0_0_0_01.png
252,25.2,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01800_0_1_0_0_0_01.png
253,25.3,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00196_0_0_0_0_0_01.png
254,25.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03071_0_1_1_2_0_01.png
255,25.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03146_0_1_1_2_0_01.png
256,25.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01974_0_0_1_0_0_01.png
257,25.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02716_0_1_1_2_0_01.png
258,25.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02418_0_0_1_0_0_01.png
259,25.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02012_0_0_1_0_0_01.png
260,26.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03130_0_1_1_2_0_01.png
261,26.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03051_0_1_1_2_0_01.png
262,26.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02392_0_0_1_0_0_01.png
263,26.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03079_0_1_1_2_0_01.png
264,26.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02605_0_1_1_0_0_01.png
265,26.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02887_0_1_1_0_1_01.png
266,26.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03239_0_1_1_0_0_01.png
267,26.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03109_0_1_1_2_0_01.png
268,26.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02501_0_0_1_0_0_01.png
269,26.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03234_0_1_1_0_0_01.png
270,27.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02648_0_1_1_0_0_01.png
271,27.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02913_0_1_1_0_0_01.png
272,27.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03024_0_1_1_2_0_01.png
273,27.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02403_0_0_1_0_0_01.png
274,27.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02438_0_0_1_0_0_01.png
275,27.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02629_0_1_1_2_0_01.png
276,27.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02933_0_1_1_2_0_01.png
277,27.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02586_0_1_1_0_0_01.png
278,27.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03125_0_1_1_2_0_01.png
279,27.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03178_0_1_1_2_0_01.png
280,28.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03179_0_1_1_2_0_01.png
281,28.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02609_0_1_1_0_0_01.png
282,28.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02585_0_1_1_0_0_01.png
283,28.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02611_0_1_1_0_0_01.png
284,28.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02175_0_0_1_0_0_01.png
285,28.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02203_0_0_1_0_0_01.png
286,28.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02809_0_1_1_2_0_01.png
287,28.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02377_0_0_1_0_0_01.png
288,28.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03031_0_1_1_2_0_01.png
289,28.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02902_0_1_1_1_0_01.png
290,29.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02036_0_0_1_0_0_01.png
291,29.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03023_0_1_1_0_0_01.png
292,29.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03061_0_1_1_2_0_01.png
293,29.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02959_0_1_1_2_0_01.png
294,29.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00773_0_0_1_0_1_01.png
295,29.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00561_0_0_1_0_1_01.png
296,29.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00449_0_0_1_0_1_01.png
297,29.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00815_0_0_1_0_0_01.png
298,29.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00780_0_0_1_0_1_01.png
299,29.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00915_0_0_1_0_0_01.png
300,30.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00835_0_0_1_0_0_01.png
301,30.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00859_0_0_1_0_0_01.png
302,30.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00502_0_0_1_0_1_01.png
303,30.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00488_0_0_1_0_1_01.png
304,30.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00606_0_0_1_0_1_01.png
305,30.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00784_0_0_1_0_0_01.png
306,30.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01125_0_0_1_0_1_01.png
307,30.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00584_0_0_1_0_0_01.png
308,30.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00679_0_0_1_0_0_01.png
309,30.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00681_0_0_1_0_0_01.png
310,31.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00785_0_0_1_0_1_01.png
311,31.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00713_0_0_1_0_1_01.png
312,31.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00450_0_0_1_0_1_01.png
313,31.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00765_0_0_1_0_1_01.png
314,31.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01093_0_0_1_0_1_01.png
315,31.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01069_0_0_1_0_1_01.png
316,31.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00957_0_0_1_0_1_01.png
317,31.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00828_0_0_1_0_1_01.png
318,31.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01300_0_0_1_0_1_01.png
319,31.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01163_0_0_1_0_1_01.png
320,32.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01002_0_0_1_0_1_01.png
321,32.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00856_0_0_1_0_0_01.png
322,32.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00632_0_0_1_0_1_01.png
323,32.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00912_0_0_1_0_1_01.png
324,32.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00571_0_0_1_0_1_01.png
325,32.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01152_0_0_1_0_1_01.png
326,32.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01144_0_0_1_0_0_01.png
327,32.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00368_0_0_1_0_1_01.png
328,32.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00967_0_0_1_0_1_01.png
329,32.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00621_0_0_1_0_1_01.png
330,33.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00645_0_0_1_0_1_01.png
331,33.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01195_0_0_1_0_1_01.png
332,33.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00868_0_0_1_0_0_01.png
333,33.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01174_0_0_1_0_0_01.png
334,33.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00402_0_0_1_0_0_01.png
335,33.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00748_0_0_1_0_0_01.png
336,33.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01358_0_0_1_0_0_01.png
337,33.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00479_0_0_1_0_1_01.png
338,33.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01305_0_0_1_0_1_01.png
339,33.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01082_0_0_1_0_1_01.png
340,34.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00998_0_0_1_0_1_01.png
341,34.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00363_0_0_1_0_1_01.png
342,34.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00403_0_0_1_0_1_01.png
343,34.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00500_0_0_1_0_1_01.png
344,34.4,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00315_0_0_0_0_1_01.png
345,34.5,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00099_0_0_0_0_1_01.png
346,34.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01210_0_0_1_0_1_01.png
347,34.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00809_0_0_1_0_0_01.png
348,34.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01304_0_0_1_0_1_01.png
349,34.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00719_0_0_1_0_0_01.png
350,35.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00347_0_0_1_0_1_01.png
351,35.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00888_0_0_1_0_1_01.png
352,35.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00884_0_0_1_0_0_01.png
353,35.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00399_0_0_1_0_0_01.png
354,35.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01161_0_0_1_0_1_01.png
355,35.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00411_0_0_1_0_0_01.png
356,35.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00857_0_0_1_0_0_01.png
357,35.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01041_0_0_1_0_0_01.png
358,35.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01108_0_0_1_0_0_01.png
359,35.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00625_0_0_1_0_1_01.png
360,36.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00566_0_0_1_0_0_01.png
361,36.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00967_0_0_1_0_1_01.png
362,36.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01183_0_0_1_0_1_01.png
363,36.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00635_0_0_1_0_1_01.png
364,36.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01286_0_0_1_0_1_01.png
365,36.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00412_0_0_1_0_1_01.png
366,36.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01018_0_0_1_0_1_01.png
367,36.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01110_0_0_1_0_0_01.png
368,36.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00975_0_0_1_0_1_01.png
369,36.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01175_0_0_1_0_0_01.png
370,37.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00650_0_0_1_0_1_01.png
371,37.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00581_0_0_1_0_0_01.png
372,37.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01116_0_0_1_0_1_01.png
373,37.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01138_0_0_1_0_1_01.png
374,37.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01217_0_0_1_0_0_01.png
375,37.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01374_0_0_1_0_1_01.png
376,37.6,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00131_0_0_0_0_1_01.png
377,37.7,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00190_0_0_0_0_1_01.png
378,37.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00451_0_0_1_0_1_01.png
379,37.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01203_0_0_1_0_0_01.png
380,38.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01326_0_0_1_0_1_01.png
381,38.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01057_0_0_1_0_0_01.png
382,38.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00537_0_0_1_0_1_01.png
383,38.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01311_0_0_1_0_0_01.png
384,38.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00601_0_0_1_0_1_01.png
385,38.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01233_0_0_1_0_0_01.png
386,38.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01308_0_0_1_0_1_01.png
387,38.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00923_0_0_1_0_0_01.png
388,38.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00774_0_0_1_0_1_01.png
389,38.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00578_0_0_1_0_1_01.png
390,39.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01112_0_0_1_0_1_01.png
391,39.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01320_0_0_1_0_1_01.png
392,39.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01200_0_0_1_0_0_01.png
393,39.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00846_0_0_1_0_0_01.png
394,39.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01083_0_0_1_0_1_01.png
395,39.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01170_0_0_1_0_0_01.png
396,39.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00972_0_0_1_0_1_01.png
397,39.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00860_0_0_1_0_0_01.png
398,39.8,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00076_0_0_0_0_1_01.png
399,39.9,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00278_0_0_0_0_1_01.png
400,40.0,s0030,blink,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00220_0_0_0_0_1_01.png
401,40.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00387_0_0_1_0_0_01.png
402,40.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00723_0_0_1_0_0_01.png
403,40.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00975_0_0_1_0_1_01.png
404,40.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00645_0_0_1_0_1_01.png
405,40.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01232_0_0_1_0_0_01.png
406,40.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00762_0_0_1_0_1_01.png
407,40.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00952_0_0_1_0_1_01.png
408,40.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00582_0_0_1_0_0_01.png
409,40.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01096_0_0_1_0_0_01.png
410,41.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01231_0_0_1_0_0_01.png
411,41.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01032_0_0_1_0_0_01.png
412,41.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00531_0_0_1_0_1_01.png
413,41.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01084_0_0_1_0_1_01.png
414,41.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01136_0_0_1_0_1_01.png
415,41.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01162_0_0_1_0_1_01.png
416,41.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01265_0_0_1_0_1_01.png
417,41.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00967_0_0_1_0_1_01.png
418,41.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00528_0_0_1_0_1_01.png
419,41.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00361_0_0_1_0_1_01.png
420,42.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00663_0_0_1_0_1_01.png
421,42.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00383_0_0_1_0_1_01.png
422,42.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00794_0_0_1_0_0_01.png
423,42.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00405_0_0_1_0_1_01.png
424,42.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01182_0_0_1_0_1_01.png
425,42.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00444_0_0_1_0_1_01.png
426,42.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01382_0_0_1_0_1_01.png
427,42.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00505_0_0_1_0_1_01.png
428,42.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00938_0_0_1_0_0_01.png
429,42.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00658_0_0_1_0_0_01.png
430,43.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00717_0_0_1_0_0_01.png
431,43.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00385_0_0_1_0_1_01.png
432,43.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01356_0_0_1_0_0_01.png
433,43.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00845_0_0_1_0_0_01.png
434,43.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01269_0_0_1_0_0_01.png
435,43.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01035_0_0_1_0_0_01.png
436,43.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00441_0_0_1_0_1_01.png
437,43.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00476_0_0_1_0_1_01.png
438,43.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01123_0_0_1_0_0_01.png
439,43.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00435_0_0_1_0_1_01.png
440,44.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00783_0_0_1_0_1_01.png
441,44.1,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00265_0_0_0_0_0_01.png
442,44.2,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00317_0_0_0_0_1_01.png
443,44.3,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00065_0_0_0_0_1_01.png
444,44.4,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00020_0_0_0_0_1_01.png
445,44.5,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00213_0_0_0_0_1_01.png
446,44.6,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00325_0_0_0_0_1_01.png
447,44.7,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00266_0_0_0_0_1_01.png
448,44.8,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00162_0_0_0_0_1_01.png
449,44.9,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00001_0_0_0_0_1_01.png
450,45.0,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00005_0_0_0_0_1_01.png
451,45.1,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00079_0_0_0_0_1_01.png
452,45.2,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00147_0_0_0_0_1_01.png
453,45.3,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00063_0_0_0_0_1_01.png
454,45.4,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00226_0_0_0_0_1_01.png
455,45.5,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00087_0_0_0_0_1_01.png
456,45.6,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00038_0_0_0_0_0_01.png
457,45.7,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00098_0_0_0_0_1_01.png
458,45.8,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00281_0_0_0_0_1_01.png
459,45.9,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00254_0_0_0_0_0_01.png
460,46.0,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00278_0_0_0_0_1_01.png
461,46.1,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00324_0_0_0_0_1_01.png
462,46.2,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00103_0_0_0_0_1_01.png
463,46.3,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00245_0_0_0_0_1_01.png
464,46.4,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00231_0_0_0_0_0_01.png
465,46.5,s0030,microsleep,closed,data/raw/mrlEyes_2018_01/s0030/s0030_00191_0_0_0_0_0_01.png
466,46.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00698_0_0_1_0_1_01.png
467,46.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01283_0_0_1_0_1_01.png
468,46.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01350_0_0_1_0_0_01.png
469,46.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00395_0_0_1_0_0_01.png
470,47.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00333_0_0_1_0_1_01.png
471,47.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00801_0_0_1_0_1_01.png
472,47.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01248_0_0_1_0_1_01.png
473,47.3,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00602_0_0_1_0_1_01.png
474,47.4,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00342_0_0_1_0_1_01.png
475,47.5,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00842_0_0_1_0_0_01.png
476,47.6,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00877_0_0_1_0_1_01.png
477,47.7,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01122_0_0_1_0_1_01.png
478,47.8,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01208_0_0_1_0_0_01.png
479,47.9,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00916_0_0_1_0_0_01.png
480,48.0,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_01276_0_0_1_0_1_01.png
481,48.1,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00362_0_0_1_0_0_01.png
482,48.2,s0030,alert,open,data/raw/mrlEyes_2018_01/s0030/s0030_00594_0_0_1_0_1_01.png
